"alpha","beta","gamma","nu"
"1","-1.06762374030685","0.522938771011549","-0.257971110408992","-2.21396901019282"
"2","-1.14983113486164","0.591317339305262","0.0828934488615278","0.0987924574449497"
"3","0.64274577112869","1.45899720204302","0.365972724110289","1.21488842046173"
"4","-0.329549159192607","-0.221928476031548","2.48400499288845","1.65463386504404"
"5","0.568663242628291","1.63065464283568","-0.577800201811486","0.943197159375434"
"6","-1.0295926582866","1.34002336331991","-2.40217645799735","-0.206840506547022"
"7","0.259990205058815","0.97180831524131","-1.10220418347047","0.39573366588173"
"8","-0.601946689466696","1.62137000486539","0.266365499631951","0.529345398011575"
"9","-1.49871301537407","1.09085218801531","0.685193755896961","1.37895285048741"
"10","-0.369368544588028","0.372247565241745","-0.940042342984975","0.284603857348445"
"11","2.09012369971061","-0.0883100876006659","-0.0934611095795181","0.854152764338227"
"12","-1.54040026021893","-0.181429386655048","-2.24017986555223","-1.53997926199338"
"13","0.285631165461244","-1.91128614953944","-1.01675814695499","-1.38762438502775"
"14","-0.476078184688823","1.02871710625099","1.65564249968770","0.480933403897296"
"15","0.759930986780502","0.23364286462927","1.28838168274103","0.183987594552549"
"16","0.153287374421957","-1.56865826132087","-2.05160481653043","-2.75392395799697"
"17","-1.36841863406226","-0.205226774851937","-1.58578812198455","-2.22223862044438"
"18","0.323308462678412","-0.97428404087002","-0.0539881480304808","-1.49491440829458"
"19","-0.857422781860569","-0.614966378228864","-2.11354084032967","0.705006847656511"
"20","1.30637441320883","-0.77364226626721","-0.0623328113634304","-0.0831529007329064"
"21","0.183442165383442","-1.60025794113684","-1.38947742818789","-0.180167925742724"
"22","0.774358732616005","-0.414922574598308","0.59256069920346","1.14221403508301"
"23","0.377473049170857","-2.14398706743233","-1.06906256904274","-1.48611120286363"
"24","0.211461490210559","-1.05525826099583","0.724810350637126","-0.989409674011558"
"25","1.71423861766801","-0.163263172649912","-0.41575739472013","0.269456885966436"
"26","-0.570131694237877","0.22400286442772","-0.0195363042960394","-1.66598555183617"
"27","0.225829885724934","-0.130062596328597","1.05330279646632","1.92429455558132"
"28","-0.636896837618634","-0.533796045822104","0.426167429108642","0.474052504415118"
"29","-1.46682163704227","0.0214471887709935","-0.83281549193772","-1.68794002149207"
"30","-0.224062690406438","-0.824354265051367","-0.968292197108204","0.30581405661956"
"31","0.162099086456954","0.773759681674161","-0.403293365108689","-0.287697010949802"
"32","-1.04996064946717","-1.16787229588212","2.51557065980323","0.775555669333945"
"33","0.335813631420878","0.88569104268332","2.26484063031549","0.373234035334751"
"34","-1.96788739900484","-0.519819814921219","0.0498387886894124","-2.15994492378495"
"35","0.292687255166516","-0.202685418173100","-0.249538656772328","0.351375497899137"
"36","0.132973350701951","0.0119494227431015","1.69704062095187","-1.42592812726284"
"37","-1.68710436235741","-0.411553175789153","-0.955013672425186","0.418752483957654"
"38","1.42529560184957","-0.267085817356980","-0.848165477117836","0.670628586848149"
"39","0.095030619074732","-0.0651975402688193","0.793775584753604","-0.683023889393954"
"40","-0.0382500516210918","-0.533137967766018","-0.093723042316279","0.77676029087091"
"41","-1.66347346725129","0.9929567249458","-0.67801429865426","-0.369976955777421"
"42","1.30327183772226","2.10212985205288","0.911734464326763","3.12281201993900"
"43","1.41498446020435","0.323009844242857","-0.110357340958426","0.632920250610076"
"44","-0.41075692933196","1.95462903499382","1.18978463328214","-0.170962160051490"
"45","1.62875645401290","0.462167035012929","-0.373317592705555","1.25502978024820"
"46","-0.80185549875111","0.244369325498561","-0.316615940812694","-1.56512409280000"
"47","-0.0603609943265497","-1.74795905307153","1.01595170445535","-0.139131801770777"
"48","0.423220879686486","0.930036022109976","-1.16027744408794","1.93175413377600"
"49","0.228195203596759","-1.66362776109793","0.0373689750026435","-2.77910500778739"
"50","0.971056785112728","0.160296215742581","0.201708117062835","-0.335049293119678"
"51","-0.134793891116293","-0.380500967200084","-0.387571778789531","-0.382921819492083"
"52","1.79119346605236","0.776049440584423","-0.516637454637411","0.496926227168514"
"53","-0.881573446885407","0.36176059592528","-1.04924747200092","2.0410064705031"
"54","1.49560062982881","-0.301656077532435","-0.750559011442731","2.38543326807097"
"55","0.426855885927754","-0.781882610427335","1.09017304932801","-0.072936260624062"
"56","0.187777381120822","0.469591022626001","-1.34199478880295","0.334321339654850"
"57","-1.02171164985153","-1.77015066481907","-0.404011233059036","-2.36882524058310"
"58","-0.870528807282043","-0.59290009075398","0.057613878104312","-0.291031377956824"
"59","0.640618037874611","0.479056469191285","-0.095877675403586","1.37114520454348"
"60","0.0730163861093214","-0.187899141484072","-0.569192532251314","-0.569953372036867"
"61","-1.07638345587595","-0.233523523841817","-0.425356648325618","0.481112699492231"
"62","-1.24865292852640","-0.350164223318049","1.77807232923560","0.900393781223426"
"63","0.757409261236102","-0.777126190653716","1.84239357849289","2.01092643898538"
"64","0.36751069915156","2.37475219759108","1.58114450998547","1.32683949460604"
"65","0.705535282827842","0.0752745329185095","-0.288471185171108","0.371545338900115"
"66","1.00827579622615","0.907770931446447","0.642537671372179","1.00923240375598"
"67","0.156769316860884","-1.10215437942834","0.855557108519096","0.595905714168333"
"68","-1.29983410715280","-0.136664199994273","-0.965548258874558","-0.245321581133014"
"69","0.694519635119777","0.263550230837558","0.25593687243136","0.109222640647151"
"70","0.689287322938089","0.841157518712966","1.52662087299885","-0.24671086741542"
"71","-0.349857729732556","0.38885246951136","-0.117600949293311","0.674358026009253"
"72","-2.40343216545896","0.206055848534842","0.797573510792964","-2.69243994781805"
"73","1.48891650266816","-0.795183096925372","1.21414865269943","1.45707335335246"
"74","0.112724373831593","-1.53139615709374","0.488988863954184","-0.548734414353053"
"75","-0.483366706260453","0.79631492242661","0.780300606375001","-0.361845443237837"
"76","-0.364729311710768","-0.0713019615775929","-0.40192385378602","0.197330537057524"
"77","-0.670892337912869","1.36090125031440","-0.362495223244675","0.694951326883395"
"78","0.436299902455252","1.62335977911873","0.634353503062313","1.65334431295495"
"79","-1.5203998405869","-0.276102243173907","-0.454531241639188","0.362931014535689"
"80","-0.899156938282453","0.188431607956043","-1.44198239915674","-2.25111112665998"
"81","-0.50992353783877","-0.245345052283271","0.280481773045904","0.244991768029481"
"82","0.96333328896641","1.73149247058072","1.57325075155926","1.01734404961353"
"83","1.49290446261306","0.138482623356623","-0.116440162654345","2.14616198493631"
"84","0.269710446828217","1.23551727383643","-0.900201034909606","0.063719708373079"
"85","-1.5700343712461","1.36681018126989","-0.151793472942088","-1.20909055119442"
"86","-0.390873169614736","0.337919571221814","-0.456143614211252","-1.12127837359613"
"87","0.188072803342988","-0.311650571057915","-0.108131719508970","0.506377334640324"
"88","-0.638919352575514","0.400810478507526","1.13718180040327","1.38739704913205"
"89","-0.653497065606281","0.312673466733898","0.685775343340291","-0.237032544684027"
"90","0.715880307742644","-0.287423653035729","0.670816586998905","1.85489218993921"
"91","-0.0987168067375917","-0.377006940200319","-0.924559844026677","-1.28129365399723"
"92","-0.800721067732032","0.643658375288109","-1.58256931082820","-0.102606374878116"
"93","-0.365046179480064","0.500485103373938","-1.40406998871698","-1.91034241187278"
"94","0.32101909632409","-0.0812645944761468","1.86125420258906","0.520825624124932"
"95","1.39080876360892","0.95392232429382","-0.911999197066212","0.279160536025731"
"96","0.677542646485693","-1.43574461624121","-0.335977241173412","-0.376981412085114"
"97","-0.367370904790574","-1.87879594806116","0.945366060027433","-1.87361694196625"
"98","0.811799405342638","-0.00149492015877638","0.161824657576553","-0.0371763624218200"
"99","-0.452049998597575","0.672876769576501","-1.15837041535088","-0.84075277775451"
"100","-1.25132827974771","1.61363862060833","0.107350795404534","-0.299204832656198"
"101","0.362042515801257","-0.33640428621768","-1.53719495768439","-2.05523723317725"
"102","-0.444952760839927","-0.221202786606978","-0.559014170219988","-0.826655536264433"
"103","-0.0950725874346036","-0.322994840895577","0.999879204706166","0.72084801043211"
"104","0.609298975130447","0.586493403786847","0.937599110727326","0.216387868813551"
"105","1.29427621756385","0.103633758361749","-0.936316258424813","0.755578132906903"
"106","-0.566343142042551","-0.843929836039994","1.95408599502092","0.325081245127348"
"107","2.39878349368680","-0.71579726639352","1.10588078873145","-0.420726203450454"
"108","0.887644360593433","1.65899315104489","0.704582541053397","0.489454338191523"
"109","0.345423078037418","-0.088726274603114","0.832956431265019","-0.953183806431792"
"110","-0.316790016678212","0.419745075169025","-0.07314617412177","-1.23369035594064"
"111","1.60244169728249","0.0862924611658744","-0.485130005935596","1.38222863365116"
"112","0.883235809848006","-1.06270548634237","1.00159027148955","2.29824813761673"
"113","-0.219199782422585","0.974565181875726","2.47712310646113","1.14563609953008"
"114","0.794432517543985","0.140927244622665","-2.46547633056267","-0.249651135879951"
"115","-0.811532860921927","-0.76709026253549","-1.17050174178996","0.873153249046446"
"116","1.68077634188657","-0.192421436294406","1.80582405487984","1.84413972284514"
"117","0.406256333220266","-0.397839158623053","-0.81669670336126","-0.371728737222688"
"118","-0.836265727201124","0.175494191257316","-0.675421611789412","-0.665661520938013"
"119","1.75409427356138","0.503918076952915","0.114406031470151","0.760772760292502"
"120","-1.93036733245971","1.29520335906258","1.74223182888670","-0.331713298616429"
"121","-0.272931542705757","-0.646412047591373","1.56476904120869","0.0662923688620466"
"122","-0.213522590960385","0.435536954786593","0.139022907763976","1.40443505502453"
"123","0.392802921946767","-0.362122539333126","0.720318507891324","0.922168551302438"
"124","-1.19965766344418","-0.71761325376943","0.76724134106895","1.26470870987376"
"125","-0.533587732756942","-1.37375346344121","1.84748510237927","0.565962986236764"
"126","-0.0438858434068287","-0.619399243152546","-0.948404591013066","-2.96019742879423"
"127","-0.221113770275867","-0.195938233381485","-1.24067866758578","1.52598245190721"
"128","-0.960895045473689","0.205663668057713","-0.175809787177154","-0.857497641392258"
"129","-0.289118611890717","0.972840070944701","-0.143012001742992","-0.576442728382893"
"130","0.651958793135755","-0.179550448192651","-0.845400884641902","-1.58985831774698"
"131","0.4546694539765","2.02391007181338","2.10944857557035","1.17408991979051"
"132","0.378598662919013","-0.223953341762648","0.713702387160556","0.729826445216684"
"133","1.63542847437262","-0.029355185929592","-1.98095194952979","1.86802587624170"
"134","1.10474242638929","0.63322383038223","0.377043872230313","1.48554258490700"
"135","-0.928883245343591","-1.38152004963606","-1.09846448019411","0.683773293268596"
"136","1.24870243392684","-0.722641887987844","0.780738215496365","0.747414818409635"
"137","-1.06835203612213","1.14927549199348","1.28297193887783","0.13466741649305"
"138","-2.14043655331995","-0.351285588605980","-1.45932269829637","-2.04725100255847"
"139","0.591619636662166","0.756714735535505","-0.94256037386421","-0.0843904311843683"
"140","-1.86597715987662","1.65611760772162","1.37528671496664","1.41670060930243"
"141","0.553660959968033","0.104577365045852","-1.05130275432854","-0.848366164033036"
"142","-0.732412125537706","0.235806867740238","-0.158818444941132","-0.0734672188170162"
"143","0.668238366249091","0.166072537613277","-0.936632417595486","0.0602944164804879"
"144","0.281182222805822","-0.673033417054972","0.22954561798412","0.494106779757262"
"145","0.872774960682887","-1.37535406020293","-0.437329647842707","-0.122953025946925"
"146","-0.300657359403234","-0.336227593936633","1.99195067617723","-0.446145661417515"
"147","1.40067992721282","-0.968034043097226","0.0986283510654448","-1.10814432634131"
"148","-0.484196357082272","1.49756813647491","-0.582617825123257","1.17701798329293"
"149","0.114612807592662","1.62509775939715","-0.0841585003903008","0.730344595394141"
"150","1.49924916203707","0.0469832788051199","-0.549124594742967","-1.25459995738205"
"151","-0.73374862528033","0.718262898547912","-1.20262601960269","-0.687517315654487"
"152","0.822111398627359","0.201384254429834","-1.68668410000781","-0.0374108220452277"
"153","-1.05682058504721","0.308011581744313","-1.62358495778465","1.34375002087466"
"154","-1.50219958964393","-0.85037155214332","1.22619238448380","-2.29563586479242"
"155","-0.621706133461856","-0.382863205122455","-0.33557850571378","-0.105410502179026"
"156","0.737431661845058","-0.00558833633714895","0.570271935657987","0.313017101302185"
"157","0.995438551097826","0.160388381925206","-0.431238201592894","-1.31170934913086"
"158","-0.565145867249221","-1.17574722741634","1.20470206899600","1.06446046280297"
"159","-0.45808374738685","0.28600595455087","-0.568119687858869","-0.491121519998764"
"160","-2.06646079139402","2.40260615327037","0.31569125481537","0.997214450371898"
"161","-0.98330956494556","-0.00923916042929124","0.317606166190994","0.967414147843694"
"162","0.196706227640463","-0.0180848550866425","0.00160739086944656","-0.244195985902009"
"163","2.57078729783832","0.90569609068877","0.391472878914929","1.05070952783773"
"164","-0.383336356524351","0.177078729074991","-1.45718738908801","-0.766573314491828"
"165","-0.543920872098883","0.52763043708707","0.352101407402883","0.636983714811111"
"166","-2.70283731902361","1.69803879993954","2.51078643788918","0.629603595883291"
"167","-0.61344596426497","0.353443717165209","-1.46509153655216","-0.18821775567757"
"168","0.299127105129763","0.958039732169807","-0.285952591006243","0.0241690458864889"
"169","0.954224493425394","0.185417857498712","0.457909671623167","2.05636237238297"
"170","-0.646513262614489","-1.98910928372130","-1.09476612210554","-1.75276817034605"
"171","0.156224372310028","0.470750655181076","0.469295532142091","1.06712346303288"
"172","1.30273723216432","-0.765700919085113","0.508765346892642","-1.39666711171197"
"173","-1.83370984565791","0.85587773332632","-0.105228927446089","-0.313462019342346"
"174","-0.958192722549295","-0.176092551404514","1.00868765527335","-1.47902765617336"
"175","0.206593470684506","-0.0929879065406314","0.0844576155816419","-0.208504739297121"
"176","-0.432843755029786","1.15477925700060","0.485817454951572","0.705604520841358"
"177","1.19656921176796","0.235835339828226","0.253269661333917","1.17069964212037"
"178","-0.555239334460675","0.99344502929511","-0.0268166164812799","-0.730586460509053"
"179","0.769359781356151","-0.737865328079029","-0.477383906635032","2.23293110277168"
"180","-2.88956875195670","-0.476073724018964","0.366495977866762","-2.30732767116616"
"181","-1.22526183710793","-0.926432807580134","1.39266441321043","-2.24432459422994"
"182","0.608424260552394","0.300392674267234","-1.57151012271804","0.776337888285348"
"183","-0.423388325496891","-0.582969032051397","1.25330000379581","0.402167373073339"
"184","0.781349974752039","-0.0237679897135202","-0.622316748427887","0.77667581680334"
"185","0.642680292522686","-0.887457476586668","-0.422354383675026","1.02151941129043"
"186","1.99468015896719","-0.674538444221732","0.591287027382547","1.47958520253749"
