"alpha","beta","gamma","nu"
"1","0.435006262609596","-0.853547469914162","0.287932215573353","-1.56559368624981"
"2","0.3634136021213","1.05803257309008","1.56375265734377","-0.079284427873393"
"3","0.664580646735717","1.56400322986270","0.460981518517814","-0.819667346657188"
"4","0.566747532519105","-0.81753268077474","-0.0799692651435618","0.468517156163525"
"5","-0.949590985907395","-0.699475154406524","0.667783652665694","0.773839747373955"
"6","-0.192901748733054","2.05802992964396","1.27566712915522","3.03104926235723"
"7","-0.863795706269991","1.02404560664385","0.667647037800827","0.443221475295498"
"8","1.93265419139437","-0.759052889620893","-1.1091750924052","0.317842618185894"
"9","0.215951386213741","-0.85658079828133","0.81450324663841","-0.2726015978661"
"10","0.412906775492859","1.17179306728595","-1.80255806706582","1.53966909433024"
"11","0.239398341647282","0.463532200395623","-0.0358963394434999","-0.436769536891115"
"12","0.0546936656216552","0.0266259982768549","-0.405705531757426","-0.597869975475943"
"13","1.56875156434123","-0.724394893858752","-1.18832606280467","0.394976950979877"
"14","-0.082111038834604","0.703823125665292","0.582018656915089","0.817896945214515"
"15","0.869256570751332","-0.364168221977827","-1.90314684129672","0.38586847838769"
"16","-0.0917709695702305","0.0332813545073021","-2.52783693781692","-0.363650049173991"
"17","-0.806493709300202","-1.63406055691354","0.140843928985779","-1.52941316922171"
"18","-1.23207456400593","1.49925385039798","-2.07816932719871","-0.968504401373131"
"19","1.36909139610931","-0.277656491611157","1.47807255036363","2.13925085400180"
"20","-0.111811851370934","0.60729816925281","1.63199416756348","-0.846377626047514"
"21","0.603011458300322","-1.24893087840168","-0.0316314783130399","-1.12107240054268"
"22","-1.08315817220556","-1.87844974953781","0.606925201218799","0.85151257900301"
"23","0.9982185449572","-0.0112812410385501","-0.266403282251239","1.43879289560030"
"24","1.13167769824058","-1.24449421889606","-0.953444194665099","0.140324983607201"
"25","-0.98977232617826","0.328454777203314","0.144112006341579","1.31024870163626"
"26","0.739883393326835","-0.777441225779474","0.270739450978196","-0.561355980946316"
"27","-0.347033646120267","0.207139749387242","1.95870972553723","1.18650878572335"
"28","-0.0359455632284044","0.894965233723754","-0.167105086847678","-0.050042486310916"
"29","0.999340096475528","1.62325499438031","-0.333450706476717","0.189106219350376"
"30","0.174280037082346","0.712378501359867","1.38970134695308","0.387380065072910"
"31","0.232126209659827","0.966482711877749","1.71048419157456","-0.192172731169233"
"32","1.87967657376331","0.927189745604852","-0.713977616342627","0.982464869822195"
"33","-0.550588431435374","-0.991442742896856","-1.06639792601818","-1.30479583352402"
"34","-1.31870169561411","2.24246710652676","0.197222188751641","1.16841064777686"
"35","-0.747701001552538","-0.298239548852037","0.492963913088295","0.294036146126946"
