"alpha","beta","gamma","nu"
"1","1.41158469665070","0.589589203560185","0.673365534974847","0.262982301051962"
"2","0.115009482975247","0.218013134367353","0.539757056648433","0.702167644514638"
"3","-0.189317177978276","1.80858591987449","1.16101229364918","1.56363960167647"
"4","-0.218246898256982","0.592194060255642","-0.684382210949028","0.0909465271131896"
"5","0.227863851715681","-0.720579696064959","-0.445302081748718","0.804169853701952"
"6","-0.201315928292293","-0.246995346841178","-0.585107545201565","0.498464916296939"
"7","-0.115347546501851","-0.216473566562419","-0.527641817752811","-0.132350163528876"
"8","-1.10946920928013","1.30570636190551","-0.0179330041228427","-2.39407617918468"
"9","0.89689054854176","-0.328134818607334","0.364290856969305","0.294779939310968"
"10","0.287593304380521","0.206108706959707","0.112288189551332","-0.384477389631320"
"11","0.175611022540193","0.00394845421419379","-0.733317562682192","1.86207193212102"
"12","0.46545771534748","0.438141947749140","1.41419343542787","0.261715744743709"
"13","0.0213903397017961","0.841280622212302","-1.48840934298717","-0.0843271090983004"
"14","-0.269247641013020","-1.63533959813856","-0.877668741708136","-0.238920127067323"
"15","0.757665180103118","0.0261291688058539","0.597227934282175","-0.280896805819496"
"16","0.50622037649216","0.222197006944445","1.09716405252082","-0.811232522999172"
"17","-0.174171087632683","-1.22385438445570","0.0111857693837537","-0.807870597518139"
"18","-0.0626541426942834","-0.0131939681279945","0.394288323582064","0.207156716135632"
"19","1.17917084722990","-1.57916857120447","-1.67235483396934","-1.29056231389152"
"20","-0.382577835165898","0.657906159737201","0.925150010581509","-0.582950951715223"
"21","-0.862419503537163","0.821223743988262","0.440244813978423","0.316851636414644"
"22","0.498078537920094","-1.40014604759725","-0.0708231830719961","0.0182072774846083"
"23","1.01178998360817","-0.461632014944858","0.0377854051133642","-0.773708596104949"
"24","-1.20713661899111","-1.1469381607834","0.449643537500997","-0.31269038186805"
"25","-0.0154696474252270","0.441359208576899","0.313102868582541","-0.611974197397475"
"26","0.68466205675267","1.28652823304553","3.48125763006715","2.42913695281742"
"27","-2.03781566456121","0.281425476049985","1.32801626723191","-1.21538323076459"
"28","-0.80994559639664","0.168152212869264","-0.159687917405515","-1.58402567789112"
"29","0.383878676627517","1.19612010414523","0.864475755708235","1.27688729887986"
"30","-1.53552045059454","1.32144034929579","0.298348249676672","0.995330328148007"
"31","-0.739257030888091","-0.118999571958167","1.85510237389296","0.0665614498845913"
"32","-1.14581538512544","-0.702045607826045","1.0230079817252","-0.516964759233386"
"33","-0.0820109410785348","-1.47841369880392","-0.351099165085387","-0.741878789328311"
